Area Code,Ddate,Market,Market Size,Product,Product Type,State,Type,Budget Cogs,Budget Margin,Budget Profit,Budget Sales,Coffee Sales,Cogs,Inventory,Margin,Marketing,Number of Records,Number Of Records,Profit,Total Expenses
636,2/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,80,60,120,110,42,771,61,11,1,1,56,23
573,3/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,50,80,60,130,126,48,766,70,13,1,1,67,25
573,4/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,50,80,60,130,119,45,777,67,12,1,1,65,23
660,5/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,70,50,110,96,39,799,58,10,1,1,50,20
636,6/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,60,40,100,88,36,828,53,10,1,1,43,20
314,7/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,70,50,110,95,39,845,57,10,1,1,48,20
573,8/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,30,60,50,90,79,32,841,48,8,1,1,39,19
314,9/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,30,60,50,90,84,32,837,47,8,1,1,40,20
417,10/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,30,80,80,110,84,32,833,47,8,1,1,42,19
636,11/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,40,60,50,100,86,33,836,48,9,1,1,40,21
816,12/1/13,Central,Small Market,Decaf Espresso,Espresso,Missouri,Decaf,30,60,50,90,82,31,844,46,8,1,1,40,19
262,1/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,110,48,623,62,15,1,1,34,28
715,2/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,110,48,617,62,15,1,1,35,27
715,3/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,80,60,130,112,49,611,63,16,1,1,34,29
715,4/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,103,45,605,58,14,1,1,32,26
262,5/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,110,48,599,62,15,1,1,35,27
262,6/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,110,48,593,62,15,1,1,34,28
920,7/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,80,60,130,115,50,587,65,16,1,1,36,29
262,8/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,30,50,30,80,69,30,581,39,9,1,1,18,21
608,9/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,30,50,30,80,76,33,577,43,10,1,1,21,22
715,10/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,20,50,50,70,51,22,573,29,7,1,1,10,19
715,11/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,20,40,30,60,52,22,570,30,7,1,1,11,19
262,12/1/12,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,30,40,30,70,56,24,567,32,7,1,1,13,19
715,1/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,123,48,623,62,15,1,1,53,29
715,2/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,117,48,617,62,15,1,1,52,27
262,3/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,80,60,130,119,49,611,63,16,1,1,50,29
920,4/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,110,45,605,58,14,1,1,47,26
715,5/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,109,48,599,62,15,1,1,48,25
414,6/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,70,50,120,109,48,593,62,15,1,1,47,26
715,7/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,50,80,60,130,114,50,587,65,16,1,1,50,27
262,8/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,30,50,30,80,68,30,581,39,9,1,1,25,20
715,9/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,30,50,30,80,81,33,577,43,10,1,1,31,22
262,10/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,20,50,50,70,54,22,573,29,7,1,1,15,19
920,11/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,20,40,30,60,55,22,570,30,7,1,1,16,19
608,12/1/13,Central,Small Market,Decaf Espresso,Espresso,Wisconsin,Decaf,30,40,30,70,60,24,567,32,7,1,1,19,19
641,1/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,280,200,480,546,234,"1,310",312,77,1,1,202,110
563,2/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,270,190,470,545,234,"1,282",311,77,1,1,201,110
641,3/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,290,210,490,567,243,"1,260",324,80,1,1,212,112
563,4/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,300,210,510,587,252,"1,316",335,83,1,1,220,115
563,5/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,220,310,220,530,612,263,"1,433",349,86,1,1,231,118
641,6/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,230,320,230,550,634,272,"1,616",362,89,1,1,241,121
319,7/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,250,340,240,590,678,291,"1,742",387,96,1,1,258,129
712,8/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,250,350,250,600,687,295,"1,714",392,97,1,1,262,130
712,9/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,300,210,510,589,253,"1,686",336,83,1,1,220,116
712,10/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,280,210,480,598,257,"1,662",341,84,1,1,224,117
712,11/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,280,180,490,532,228,"1,691",304,75,1,1,196,108
641,12/1/12,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,230,300,200,530,576,247,"1,744",329,81,1,1,216,113
641,1/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,280,200,480,611,234,"1,310",312,77,1,1,315,116
563,2/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,270,190,470,581,234,"1,282",311,77,1,1,298,110
563,3/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,290,210,490,604,243,"1,260",324,80,1,1,315,112
563,4/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,300,210,510,626,252,"1,316",335,83,1,1,326,115
319,5/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,220,310,220,530,607,263,"1,433",349,86,1,1,319,110
563,6/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,230,320,230,550,628,272,"1,616",362,89,1,1,333,113
641,7/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,250,340,240,590,672,291,"1,742",387,96,1,1,356,120
515,8/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,250,350,250,600,681,295,"1,714",392,97,1,1,362,121
319,9/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,300,210,510,628,253,"1,686",336,83,1,1,326,116
319,10/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,200,280,210,480,637,257,"1,662",341,84,1,1,332,117
641,11/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,210,280,180,490,567,228,"1,691",304,75,1,1,291,108
515,12/1/13,Central,Small Market,Chamomile,Herbal Tea,Iowa,Decaf,230,300,200,530,614,247,"1,744",329,81,1,1,321,113
573,1/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,40,0,70,90,37,261,53,34,1,1,-11,64
636,2/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,104,43,256,61,39,1,1,-8,69
816,3/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,107,44,251,63,40,1,1,-6,69
314,4/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,107,44,261,63,40,1,1,-6,69
417,5/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,104,43,282,61,39,1,1,-8,69
660,6/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,70,20,110,125,52,313,73,47,1,1,-4,77
816,7/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,50,70,10,120,141,59,338,82,53,1,1,-1,83
314,8/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,50,80,20,130,151,63,332,88,57,1,1,2,86
636,9/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,106,44,325,62,40,1,1,-7,69
573,10/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,20,60,30,80,109,45,320,64,41,1,1,-6,70
573,11/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,50,0,90,106,44,325,62,40,1,1,-8,70
417,12/1/12,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,60,0,100,118,49,335,69,44,1,1,-5,74
573,1/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,40,0,70,101,37,261,53,34,1,1,-17,67
573,2/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,111,43,256,61,39,1,1,-12,69
417,3/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,114,44,251,63,40,1,1,-9,69
417,4/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,114,44,261,63,40,1,1,-9,69
314,5/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,103,43,282,61,39,1,1,-11,64
816,6/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,70,20,110,124,52,313,73,47,1,1,-6,72
636,7/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,50,70,10,120,140,59,338,82,53,1,1,-1,77
636,8/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,50,80,20,130,150,63,332,88,57,1,1,3,80
314,9/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,30,60,10,90,113,44,325,62,40,1,1,-10,69
573,10/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,20,60,30,80,116,45,320,64,41,1,1,-9,70
314,11/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,50,0,90,113,44,325,62,40,1,1,-12,70
314,12/1/13,Central,Small Market,Chamomile,Herbal Tea,Missouri,Decaf,40,60,0,100,126,49,335,69,44,1,1,-7,74
715,1/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,100,80,150,180,67,400,113,20,1,1,70,43
715,2/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,100,80,150,174,65,372,109,20,1,1,66,43
262,3/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,90,70,140,167,62,346,105,19,1,1,63,42
262,4/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,133,49,342,84,15,1,1,46,38
715,5/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,130,48,351,82,14,1,1,45,37
715,6/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,125,47,371,78,14,1,1,40,38
920,7/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,30,60,40,90,104,39,380,65,12,1,1,29,36
715,8/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,126,47,366,79,14,1,1,41,38
920,9/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,90,70,130,151,57,349,94,17,1,1,53,41
414,10/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,80,80,120,159,60,329,99,18,1,1,57,42
920,11/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,80,50,130,141,53,321,88,16,1,1,48,40
920,12/1/12,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,30,60,30,90,107,41,320,66,12,1,1,30,36
715,1/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,100,80,150,201,67,400,113,20,1,1,109,45
715,2/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,100,80,150,185,65,372,109,20,1,1,98,43
920,3/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,90,70,140,178,62,346,105,19,1,1,93,42
414,4/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,142,49,342,84,15,1,1,68,38
608,5/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,129,48,351,82,14,1,1,62,34
414,6/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,124,47,371,78,14,1,1,55,35
262,7/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,30,60,40,90,103,39,380,65,12,1,1,40,33
414,8/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,70,50,110,125,47,366,79,14,1,1,57,35
262,9/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,90,70,130,161,57,349,94,17,1,1,79,41
715,10/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,40,80,80,120,169,60,329,99,18,1,1,85,42
262,11/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,50,80,50,130,150,53,321,88,16,1,1,71,40
920,12/1/13,Central,Small Market,Chamomile,Herbal Tea,Wisconsin,Decaf,30,60,30,90,114,41,320,66,12,1,1,45,36
563,1/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,80,120,90,200,234,95,608,139,30,1,1,86,53
563,2/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,80,140,110,220,254,104,596,150,33,1,1,95,55
319,3/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,90,140,110,230,267,109,585,158,34,1,1,102,56
319,4/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,160,120,260,301,123,611,178,39,1,1,115,63
515,5/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,170,130,270,312,127,671,185,40,1,1,122,63
319,6/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,120,180,140,300,345,141,764,204,45,1,1,136,68
319,7/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,130,200,150,330,376,154,833,222,49,1,1,150,72
712,8/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,130,200,150,330,376,154,817,222,49,1,1,151,71
563,9/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,160,120,260,298,122,801,176,39,1,1,115,61
641,10/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,90,150,130,240,298,122,789,176,39,1,1,114,62
712,11/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,150,100,250,278,113,803,165,36,1,1,107,58
319,12/1/12,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,120,170,120,290,312,127,830,185,40,1,1,123,62
641,1/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,80,120,90,200,262,95,608,139,30,1,1,134,56
712,2/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,80,140,110,220,271,104,596,150,33,1,1,141,55
641,3/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,90,140,110,230,285,109,585,158,34,1,1,151,56
319,4/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,160,120,260,321,123,611,178,39,1,1,171,63
563,5/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,170,130,270,309,127,671,185,40,1,1,168,59
712,6/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,120,180,140,300,342,141,764,204,45,1,1,188,63
563,7/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,130,200,150,330,373,154,833,222,49,1,1,207,67
515,8/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,130,200,150,330,373,154,817,222,49,1,1,208,66
515,9/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,160,120,260,318,122,801,176,39,1,1,171,61
515,10/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,90,150,130,240,318,122,789,176,39,1,1,169,62
641,11/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,100,150,100,250,296,113,803,165,36,1,1,159,58
515,12/1/13,Central,Small Market,Lemon,Herbal Tea,Iowa,Decaf,120,170,120,290,332,127,830,185,40,1,1,183,62
314,1/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,10,-20,80,99,88,525,11,27,1,1,-39,50
417,2/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,10,-20,80,102,84,625,18,26,1,1,-32,50
636,3/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,20,-10,90,106,88,715,18,27,1,1,-32,50
660,4/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,40,10,110,133,93,840,40,28,1,1,-12,52
660,5/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,80,30,0,110,136,98,973,38,30,1,1,-15,53
636,6/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,90,30,0,120,141,116,"1,142",25,35,1,1,-33,58
417,7/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,100,40,0,140,169,120,"1,334",49,37,1,1,-12,61
573,8/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,100,20,-20,120,139,120,"1,439",19,37,1,1,-41,60
660,9/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,80,20,-10,100,115,104,"1,574",11,32,1,1,-44,55
573,10/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,60,20,10,80,109,86,"1,698",23,26,1,1,-26,49
573,11/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,40,0,110,122,82,"1,804",40,25,1,1,-9,49
573,12/1/12,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,80,60,20,140,160,92,"1,898",68,28,1,1,16,52
314,1/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,10,-20,80,111,88,525,11,27,1,1,-61,52
573,2/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,10,-20,80,109,84,625,18,26,1,1,-47,50
816,3/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,20,-10,90,113,88,715,18,27,1,1,-47,50
636,4/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,40,10,110,142,93,840,40,28,1,1,-18,52
636,5/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,80,30,0,110,135,98,973,38,30,1,1,-21,49
314,6/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,90,30,0,120,140,116,"1,142",25,35,1,1,-46,54
660,7/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,100,40,0,140,167,120,"1,334",49,37,1,1,-17,57
816,8/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,100,20,-20,120,138,120,"1,439",19,37,1,1,-57,56
573,9/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,80,20,-10,100,123,104,"1,574",11,32,1,1,-65,55
417,10/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,60,20,10,80,116,86,"1,698",23,26,1,1,-39,49
314,11/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,70,40,0,110,130,82,"1,804",40,25,1,1,-13,49
417,12/1/13,Central,Small Market,Lemon,Herbal Tea,Missouri,Decaf,80,60,20,140,171,92,"1,898",68,28,1,1,24,52
715,1/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,20,50,50,70,81,33,777,48,9,1,1,28,20
262,2/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,60,50,100,115,47,772,68,13,1,1,43,25
715,3/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,60,50,100,121,49,767,72,13,1,1,47,25
608,4/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,60,50,100,121,49,779,72,13,1,1,47,25
262,5/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,70,60,110,130,53,803,77,14,1,1,51,26
920,6/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,50,70,60,120,144,59,842,85,16,1,1,58,27
262,7/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,50,70,60,120,144,59,870,85,16,1,1,58,27
262,8/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,50,80,70,130,154,63,864,91,17,1,1,63,28
608,9/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,70,60,110,126,51,857,75,14,1,1,50,25
262,10/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,30,60,60,90,118,48,851,70,13,1,1,45,25
262,11/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,20,50,40,70,78,31,856,47,8,1,1,27,20
715,12/1/12,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,30,40,30,70,85,34,863,51,9,1,1,30,21
608,1/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,20,50,50,70,91,33,777,48,9,1,1,44,21
920,2/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,60,50,100,123,47,772,68,13,1,1,64,25
715,3/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,60,50,100,129,49,767,72,13,1,1,70,25
262,4/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,60,50,100,129,49,779,72,13,1,1,70,25
262,5/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,70,60,110,129,53,803,77,14,1,1,70,24
715,6/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,50,70,60,120,143,59,842,85,16,1,1,80,25
262,7/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,50,70,60,120,143,59,870,85,16,1,1,80,25
262,8/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,50,80,70,130,153,63,864,91,17,1,1,87,26
414,9/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,40,70,60,110,134,51,857,75,14,1,1,74,25
262,10/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,30,60,60,90,126,48,851,70,13,1,1,67,25
715,11/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,20,50,40,70,83,31,856,47,8,1,1,40,20
715,12/1/13,Central,Small Market,Lemon,Herbal Tea,Wisconsin,Decaf,30,40,30,70,91,34,863,51,9,1,1,45,21
475,1/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,130,55,312,75,18,1,1,30,45
203,2/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,130,55,305,75,18,1,1,29,46
860,3/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,124,53,299,71,17,1,1,26,45
475,4/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,119,51,311,68,16,1,1,24,44
203,5/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,113,48,334,65,15,1,1,22,43
475,6/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,60,30,100,108,46,367,62,15,1,1,19,43
203,7/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,50,20,90,100,43,388,57,14,1,1,16,41
203,8/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,50,20,90,98,42,384,56,13,1,1,16,40
860,9/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,113,48,380,65,15,1,1,23,42
860,10/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,30,60,50,90,111,47,375,64,15,1,1,21,43
860,11/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,124,53,380,71,17,1,1,26,45
959,12/1/12,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,114,49,392,65,16,1,1,21,44
203,1/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,145,55,312,75,18,1,1,47,47
959,2/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,139,55,305,75,18,1,1,43,46
203,3/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,132,53,299,71,17,1,1,39,45
860,4/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,127,51,311,68,16,1,1,36,44
860,5/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,112,48,334,65,15,1,1,30,40
959,6/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,60,30,100,107,46,367,62,15,1,1,26,40
860,7/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,50,20,90,99,43,388,57,14,1,1,22,38
203,8/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,50,20,90,97,42,384,56,13,1,1,22,37
959,9/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,120,48,380,65,15,1,1,34,42
203,10/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,30,60,50,90,118,47,375,64,15,1,1,31,43
203,11/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,50,70,40,120,132,53,380,71,17,1,1,39,45
203,12/1/13,East,Small Market,Decaf Espresso,Espresso,Connecticut,Decaf,40,70,40,110,121,49,392,65,16,1,1,31,44
860,1/1/12,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,60,80,40,140,190,85,494,105,32,1,1,40,65
475,2/1/12,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,60,90,50,150,193,86,484,107,32,1,1,41,66
203,3/1/12,East,Small Market,Lemon,Herbal Tea,Connecticut,Decaf,60,80,40,140,189,85,476,104,32,1,1,39,65
